pk;pk_l1;pk_l2;pk_l3;un_pk_l0;un_pk_l1;un_pk_l2;un_pk_l3;un_code_l1;un_code_l2;un_code_l3;classificationDesc;classificationType;typeCode;desc_l1;desc_l2;desc_l3
G-LVL01-IDX-0083-G-LVL02-IDX-1028-G-LVL03-IDX-5487;G-LVL01-IDX-0083;G-LVL02-IDX-1028;G-LVL03-IDX-5487;HS-C-TOTAL;HS-C-84;HS-C-8443;HS-C-844360;84;8443;844360;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof";Machines for uses ancillary to printing
G-LVL01-IDX-0083-G-LVL02-IDX-1028-G-LVL03-IDX-5488;G-LVL01-IDX-0083;G-LVL02-IDX-1028;G-LVL03-IDX-5488;HS-C-TOTAL;HS-C-84;HS-C-8443;HS-C-844390;84;8443;844390;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof";Parts of printing machinery and ancillary equipment
G-LVL01-IDX-0083-G-LVL02-IDX-1028-G-LVL03-IDX-5489;G-LVL01-IDX-0083;G-LVL02-IDX-1028;G-LVL03-IDX-5489;HS-C-TOTAL;HS-C-84;HS-C-8443;HS-C-844391;84;8443;844391;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof";"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories"
G-LVL01-IDX-0083-G-LVL02-IDX-1028-G-LVL03-IDX-5490;G-LVL01-IDX-0083;G-LVL02-IDX-1028;G-LVL03-IDX-5490;HS-C-TOTAL;HS-C-84;HS-C-8443;HS-C-844399;84;8443;844399;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof";"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91"
G-LVL01-IDX-0083-G-LVL02-IDX-1029-G-LVL03-IDX-5491;G-LVL01-IDX-0083;G-LVL02-IDX-1029;G-LVL03-IDX-5491;HS-C-TOTAL;HS-C-84;HS-C-8444;HS-C-844400;84;8444;844400;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials";"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5492;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5492;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844511;84;8445;844511;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; carding machines for preparing textile fibres"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5493;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5493;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844512;84;8445;844512;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; combing machines for preparing textile fibres"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5494;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5494;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844513;84;8445;844513;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; drawing or roving machines for preparing textile fibres"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5495;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5495;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844519;84;8445;844519;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; n.e.c. in heading no. 8445, for preparing textile fibres"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5496;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5496;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844520;84;8445;844520;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; spinning machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5497;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5497;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844530;84;8445;844530;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; doubling or twisting machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5498;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5498;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844540;84;8445;844540;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; winding (including weft-winding) or reeling machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1030-G-LVL03-IDX-5499;G-LVL01-IDX-0083;G-LVL02-IDX-1030;G-LVL03-IDX-5499;HS-C-TOTAL;HS-C-84;HS-C-8445;HS-C-844590;84;8445;844590;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447";"Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445"
G-LVL01-IDX-0083-G-LVL02-IDX-1031-G-LVL03-IDX-5500;G-LVL01-IDX-0083;G-LVL02-IDX-1031;G-LVL03-IDX-5500;HS-C-TOTAL;HS-C-84;HS-C-8446;HS-C-844610;84;8446;844610;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Weaving machines (looms);"Weaving machines (looms); for weaving fabrics of a width 30cm or less"
G-LVL01-IDX-0083-G-LVL02-IDX-1031-G-LVL03-IDX-5501;G-LVL01-IDX-0083;G-LVL02-IDX-1031;G-LVL03-IDX-5501;HS-C-TOTAL;HS-C-84;HS-C-8446;HS-C-844621;84;8446;844621;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Weaving machines (looms);"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, power looms"
G-LVL01-IDX-0083-G-LVL02-IDX-1031-G-LVL03-IDX-5502;G-LVL01-IDX-0083;G-LVL02-IDX-1031;G-LVL03-IDX-5502;HS-C-TOTAL;HS-C-84;HS-C-8446;HS-C-844629;84;8446;844629;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Weaving machines (looms);"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms"
G-LVL01-IDX-0083-G-LVL02-IDX-1031-G-LVL03-IDX-5503;G-LVL01-IDX-0083;G-LVL02-IDX-1031;G-LVL03-IDX-5503;HS-C-TOTAL;HS-C-84;HS-C-8446;HS-C-844630;84;8446;844630;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Weaving machines (looms);"Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type"
G-LVL01-IDX-0083-G-LVL02-IDX-1032-G-LVL03-IDX-5504;G-LVL01-IDX-0083;G-LVL02-IDX-1032;G-LVL03-IDX-5504;HS-C-TOTAL;HS-C-84;HS-C-8447;HS-C-844711;84;8447;844711;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting;"Knitting machines; circular, with cylinder diameter not exceeding 165mm"
G-LVL01-IDX-0083-G-LVL02-IDX-1032-G-LVL03-IDX-5505;G-LVL01-IDX-0083;G-LVL02-IDX-1032;G-LVL03-IDX-5505;HS-C-TOTAL;HS-C-84;HS-C-8447;HS-C-844712;84;8447;844712;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting;"Knitting machines; circular, with cylinder diameter exceeding 165mm"
G-LVL01-IDX-0083-G-LVL02-IDX-1032-G-LVL03-IDX-5506;G-LVL01-IDX-0083;G-LVL02-IDX-1032;G-LVL03-IDX-5506;HS-C-TOTAL;HS-C-84;HS-C-8447;HS-C-844720;84;8447;844720;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting;"Knitting machines; flat, stitch-bonding machines"
G-LVL01-IDX-0083-G-LVL02-IDX-1032-G-LVL03-IDX-5507;G-LVL01-IDX-0083;G-LVL02-IDX-1032;G-LVL03-IDX-5507;HS-C-TOTAL;HS-C-84;HS-C-8447;HS-C-844790;84;8447;844790;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting;"Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5508;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5508;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844811;84;8448;844811;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machinery, auxiliary; dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5509;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5509;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844819;84;8448;844819;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5510;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5510;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844820;84;8448;844820;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5511;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5511;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844831;84;8448;844831;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machines, card clothing; parts and accessories"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5512;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5512;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844832;84;8448;844832;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machines; parts and accessories of machines or auxiliary machinery for preparing textile fibres, other than card clothing"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5513;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5513;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844833;84;8448;844833;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machines; parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5514;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5514;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844839;84;8448;844839;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.c. in item no. 8448.3"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5515;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5515;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844841;84;8448;844841;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";Shuttles for weaving machines (looms)
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5516;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5516;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844842;84;8448;844842;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof, reeds for looms, healds and heald-frames"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5517;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5517;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844849;84;8448;844849;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Weaving machines (looms); parts including their auxiliary machinery, and accessories thereof n.e.c. in item no. 8448.4"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5518;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5518;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844851;84;8448;844851;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches"
G-LVL01-IDX-0083-G-LVL02-IDX-1033-G-LVL03-IDX-5519;G-LVL01-IDX-0083;G-LVL02-IDX-1033;G-LVL03-IDX-5519;HS-C-TOTAL;HS-C-84;HS-C-8448;HS-C-844859;84;8448;844859;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447";"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches"
G-LVL01-IDX-0083-G-LVL02-IDX-1034-G-LVL03-IDX-5520;G-LVL01-IDX-0083;G-LVL02-IDX-1034;G-LVL03-IDX-5520;HS-C-TOTAL;HS-C-84;HS-C-8449;HS-C-844900;84;8449;844900;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats";"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats"
G-LVL01-IDX-0083-G-LVL02-IDX-1035-G-LVL03-IDX-5521;G-LVL01-IDX-0083;G-LVL02-IDX-1035;G-LVL03-IDX-5521;HS-C-TOTAL;HS-C-84;HS-C-8450;HS-C-845011;84;8450;845011;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Household or laundry-type washing machines; including machines which both wash and dry";"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)"
G-LVL01-IDX-0083-G-LVL02-IDX-1035-G-LVL03-IDX-5522;G-LVL01-IDX-0083;G-LVL02-IDX-1035;G-LVL03-IDX-5522;HS-C-TOTAL;HS-C-84;HS-C-8450;HS-C-845012;84;8450;845012;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Household or laundry-type washing machines; including machines which both wash and dry";"Washing machines; household or laundry-type, with built-in centrifugal drier, (not fully-automatic), of a dry linen capacity not exceeding 10kg"
G-LVL01-IDX-0083-G-LVL02-IDX-1035-G-LVL03-IDX-5523;G-LVL01-IDX-0083;G-LVL02-IDX-1035;G-LVL03-IDX-5523;HS-C-TOTAL;HS-C-84;HS-C-8450;HS-C-845019;84;8450;845019;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Household or laundry-type washing machines; including machines which both wash and dry";"Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg"
G-LVL01-IDX-0083-G-LVL02-IDX-1035-G-LVL03-IDX-5524;G-LVL01-IDX-0083;G-LVL02-IDX-1035;G-LVL03-IDX-5524;HS-C-TOTAL;HS-C-84;HS-C-8450;HS-C-845020;84;8450;845020;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Household or laundry-type washing machines; including machines which both wash and dry";"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg"
G-LVL01-IDX-0083-G-LVL02-IDX-1035-G-LVL03-IDX-5525;G-LVL01-IDX-0083;G-LVL02-IDX-1035;G-LVL03-IDX-5525;HS-C-TOTAL;HS-C-84;HS-C-8450;HS-C-845090;84;8450;845090;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Household or laundry-type washing machines; including machines which both wash and dry";"Washing machines; parts for household or laundry-type"
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5526;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5526;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845110;84;8451;845110;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;Dry-cleaning machines
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5527;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5527;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845121;84;8451;845121;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;"Drying machines; of a dry linen capacity not exceeding 10kg"
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5528;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5528;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845129;84;8451;845129;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;"Drying machines; of a dry linen capacity exceeding 10kg"
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5529;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5529;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845130;84;8451;845130;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;Ironing machines and presses (including fusing presses)
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5530;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5530;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845140;84;8451;845140;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;"Machines; for washing, bleaching or dyeing"
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5531;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5531;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845150;84;8451;845150;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;"Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics"
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5532;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5532;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845180;84;8451;845180;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;"Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings"
G-LVL01-IDX-0083-G-LVL02-IDX-1036-G-LVL03-IDX-5533;G-LVL01-IDX-0083;G-LVL02-IDX-1036;G-LVL03-IDX-5533;HS-C-TOTAL;HS-C-84;HS-C-8451;HS-C-845190;84;8451;845190;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles;"Machinery; parts, of the machinery of heading no. 8451"
G-LVL01-IDX-0083-G-LVL02-IDX-1037-G-LVL03-IDX-5534;G-LVL01-IDX-0083;G-LVL02-IDX-1037;G-LVL03-IDX-5534;HS-C-TOTAL;HS-C-84;HS-C-8452;HS-C-845210;84;8452;845210;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles";"Sewing machines; of the household type"
G-LVL01-IDX-0083-G-LVL02-IDX-1037-G-LVL03-IDX-5535;G-LVL01-IDX-0083;G-LVL02-IDX-1037;G-LVL03-IDX-5535;HS-C-TOTAL;HS-C-84;HS-C-8452;HS-C-845221;84;8452;845221;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles";"Sewing machines; (not household type), automatic units"
G-LVL01-IDX-0083-G-LVL02-IDX-1037-G-LVL03-IDX-5536;G-LVL01-IDX-0083;G-LVL02-IDX-1037;G-LVL03-IDX-5536;HS-C-TOTAL;HS-C-84;HS-C-8452;HS-C-845229;84;8452;845229;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles";"Sewing machines; not household or automatic unit type"
G-LVL01-IDX-0083-G-LVL02-IDX-1037-G-LVL03-IDX-5537;G-LVL01-IDX-0083;G-LVL02-IDX-1037;G-LVL03-IDX-5537;HS-C-TOTAL;HS-C-84;HS-C-8452;HS-C-845230;84;8452;845230;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles";Sewing machine needles
G-LVL01-IDX-0083-G-LVL02-IDX-1037-G-LVL03-IDX-5538;G-LVL01-IDX-0083;G-LVL02-IDX-1037;G-LVL03-IDX-5538;HS-C-TOTAL;HS-C-84;HS-C-8452;HS-C-845240;84;8452;845240;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles";Furniture, bases & covers for sewing machines & parts thereof
G-LVL01-IDX-0083-G-LVL02-IDX-1037-G-LVL03-IDX-5539;G-LVL01-IDX-0083;G-LVL02-IDX-1037;G-LVL03-IDX-5539;HS-C-TOTAL;HS-C-84;HS-C-8452;HS-C-845290;84;8452;845290;HS;Goods;C;"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof";"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles";"Sewing machines; furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines"
